canonical_agent_id,original_agent_id,employee_code,agent_name,vendor_id,team,status,confidence,resolution_reason
AGT0000392,AGT0000392,EMP00206,Pooja Nair,VND0000014,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000361,AGT0000361,EMP00207,Neha Singh,VND0000008,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000540,AGT0000540,EMP00208,Pooja Nair,VND0000009,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000246,AGT0000246,EMP00209,Amit Kumar,VND0000004,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000966,AGT0000966,EMP00210,Aarav Sharma,VND0000006,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000885,AGT0000885,EMP00211,Pooja Nair,VND0000012,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000942,AGT0000942,EMP00212,Sneha Das,VND0000010,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000143,AGT0000143,EMP00213,Amit Kumar,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000278,AGT0000278,EMP00214,Priya Mehta,VND0000004,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000915,AGT0000915,EMP00215,Aarav Sharma,VND0000007,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000698,AGT0000698,EMP00216,Pooja Nair,VND0000003,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000948,AGT0000948,EMP00217,Sneha Das,VND0000006,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000213,AGT0000213,EMP00218,Pooja Nair,VND0000008,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000014,AGT0000014,EMP00219,Neha Singh,VND0000002,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000658,AGT0000658,EMP00220,Ananya Rao,VND0000015,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000539,AGT0000539,EMP00221,Priya Mehta,VND0000001,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000402,AGT0000402,EMP00222,Amit Kumar,VND0000015,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000782,AGT0000782,EMP00223,Priya Mehta,VND0000008,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000187,AGT0000187,EMP00224,Amit Kumar,VND0000008,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000746,AGT0000746,EMP00225,Neha Singh,VND0000010,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000197,AGT0000197,EMP00226,Sneha Das,VND0000013,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000556,AGT0000556,EMP00227,Ananya Rao,VND0000011,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000223,AGT0000223,EMP00228,Aarav Sharma,VND0000002,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000776,AGT0000776,EMP00229,Rahul Verma,VND0000006,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000757,AGT0000757,EMP00230,Aarav Sharma,VND0000008,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000752,AGT0000752,EMP00231,Neha Singh,VND0000001,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000155,AGT0000155,EMP00232,Sneha Das,VND0000015,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000171,AGT0000171,EMP00233,Rohan Patel,VND0000015,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000995,AGT0000995,EMP00234,Vikram Shah,VND0000002,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000877,AGT0000877,EMP00235,Neha Singh,VND0000003,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000908,AGT0000908,EMP00236,Vikram Shah,VND0000001,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000147,AGT0000147,EMP00237,Aarav Sharma,VND0000002,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000269,AGT0000269,EMP00238,Amit Kumar,VND0000009,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000570,AGT0000570,EMP00239,Ananya Rao,VND0000009,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000611,AGT0000611,EMP00240,Priya Mehta,VND0000008,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000268,AGT0000268,EMP00241,Ananya Rao,VND0000009,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000914,AGT0000914,EMP00242,Ananya Rao,VND0000012,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000024,AGT0000024,EMP00243,Neha Singh,VND0000008,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000785,AGT0000785,EMP00244,Priya Mehta,VND0000004,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000438,AGT0000438,EMP00245,Amit Kumar,VND0000008,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000339,AGT0000339,EMP00246,Priya Mehta,VND0000006,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000145,AGT0000145,EMP00247,Rahul Verma,VND0000001,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000050,AGT0000050,EMP00248,Ananya Rao,VND0000014,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000785,AGT0000785,EMP00249,Neha Singh,VND0000007,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000392,AGT0000392,EMP00250,Aarav Sharma,VND0000013,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000053,AGT0000053,EMP00251,Vikram Shah,VND0000015,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000804,AGT0000804,EMP00252,Pooja Nair,VND0000001,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000613,AGT0000613,EMP00253,Rahul Verma,VND0000010,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000836,AGT0000836,EMP00254,Vikram Shah,VND0000008,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000047,AGT0000047,EMP00255,Neha Singh,VND0000010,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000653,AGT0000653,EMP00256,Rahul Verma,VND0000015,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000962,AGT0000962,EMP00257,Amit Kumar,VND0000010,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000356,AGT0000356,EMP00258,Aarav Sharma,VND0000012,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000410,AGT0000410,EMP00259,Ananya Rao,VND0000006,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000292,AGT0000292,EMP00260,Pooja Nair,VND0000009,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000542,AGT0000542,EMP00261,Priya Mehta,VND0000003,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000214,AGT0000214,EMP00262,Sneha Das,VND0000011,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000145,AGT0000145,EMP00263,Pooja Nair,VND0000012,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000631,AGT0000631,EMP00264,Vikram Shah,VND0000006,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000940,AGT0000940,EMP00265,Sneha Das,VND0000007,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000930,AGT0000930,EMP00266,Pooja Nair,VND0000009,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000188,AGT0000188,EMP00267,Priya Mehta,VND0000013,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000850,AGT0000850,EMP00268,Ananya Rao,VND0000004,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000218,AGT0000218,EMP00269,Sneha Das,VND0000011,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000368,AGT0000368,EMP00270,Neha Singh,VND0000013,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000457,AGT0000457,EMP00271,Rahul Verma,VND0000004,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000067,AGT0000067,EMP00272,Vikram Shah,VND0000005,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000945,AGT0000945,EMP00273,Vikram Shah,VND0000001,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000956,AGT0000956,EMP00274,Aarav Sharma,VND0000013,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000975,AGT0000975,EMP00275,Amit Kumar,VND0000012,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000353,AGT0000353,EMP00276,Aarav Sharma,VND0000010,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000896,AGT0000896,EMP00277,Rohan Patel,VND0000002,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000289,AGT0000289,EMP00278,Ananya Rao,VND0000014,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000939,AGT0000939,EMP00279,Amit Kumar,VND0000012,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000502,AGT0000502,EMP00280,Sneha Das,VND0000006,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000477,AGT0000477,EMP00281,Pooja Nair,VND0000011,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000924,AGT0000924,EMP00282,Rahul Verma,VND0000001,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000739,AGT0000739,EMP00283,Rohan Patel,VND0000014,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000063,AGT0000063,EMP00284,Pooja Nair,VND0000001,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000633,AGT0000633,EMP00285,Amit Kumar,VND0000007,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000332,AGT0000332,EMP00286,Sneha Das,VND0000013,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000620,AGT0000620,EMP00287,Ananya Rao,VND0000014,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000943,AGT0000943,EMP00288,Pooja Nair,VND0000006,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000122,AGT0000122,EMP00289,Amit Kumar,VND0000004,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000594,AGT0000594,EMP00290,Pooja Nair,VND0000003,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000147,AGT0000147,EMP00291,Sneha Das,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000996,AGT0000996,EMP00292,Aarav Sharma,VND0000005,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000392,AGT0000392,EMP00293,Vikram Shah,VND0000013,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000207,AGT0000207,EMP00294,Sneha Das,VND0000003,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000871,AGT0000871,EMP00295,Rohan Patel,VND0000007,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000758,AGT0000758,EMP00296,Ananya Rao,VND0000004,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000931,AGT0000931,EMP00297,Neha Singh,VND0000007,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000895,AGT0000895,EMP00298,Priya Mehta,VND0000005,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000369,AGT0000369,EMP00299,Priya Mehta,VND0000005,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000208,AGT0000208,EMP00300,Neha Singh,VND0000015,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000458,AGT0000458,EMP00301,Rahul Verma,VND0000012,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000787,AGT0000787,EMP00302,Amit Kumar,VND0000014,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000122,AGT0000122,EMP00303,Rohan Patel,VND0000009,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000738,AGT0000738,EMP00304,Neha Singh,VND0000015,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000912,AGT0000912,EMP00305,Rohan Patel,VND0000010,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000195,AGT0000195,EMP00306,Rahul Verma,VND0000006,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000307,AGT0000307,EMP00307,Aarav Sharma,VND0000009,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000156,AGT0000156,EMP00308,Amit Kumar,VND0000007,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000950,AGT0000950,EMP00309,Amit Kumar,VND0000008,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000175,AGT0000175,EMP00310,Neha Singh,VND0000014,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000137,AGT0000137,EMP00311,Neha Singh,VND0000012,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000347,AGT0000347,EMP00312,Neha Singh,VND0000001,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000847,AGT0000847,EMP00313,Rohan Patel,VND0000001,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000656,AGT0000656,EMP00314,Ananya Rao,VND0000013,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000323,AGT0000323,EMP00315,Amit Kumar,VND0000003,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000882,AGT0000882,EMP00316,Sneha Das,VND0000014,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000746,AGT0000746,EMP00317,Aarav Sharma,VND0000006,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000107,AGT0000107,EMP00318,Rohan Patel,VND0000015,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000968,AGT0000968,EMP00319,Rahul Verma,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000933,AGT0000933,EMP00320,Rahul Verma,VND0000013,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000639,AGT0000639,EMP00321,Priya Mehta,VND0000014,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000370,AGT0000370,EMP00322,Priya Mehta,VND0000013,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000382,AGT0000382,EMP00323,Priya Mehta,VND0000012,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000071,AGT0000071,EMP00324,Amit Kumar,VND0000012,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000236,AGT0000236,EMP00325,Neha Singh,VND0000009,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000925,AGT0000925,EMP00326,Pooja Nair,VND0000001,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000104,AGT0000104,EMP00327,Rahul Verma,VND0000005,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000823,AGT0000823,EMP00328,Vikram Shah,VND0000006,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000262,AGT0000262,EMP00329,Rahul Verma,VND0000004,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000103,AGT0000103,EMP00330,Rahul Verma,VND0000002,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000940,AGT0000940,EMP00331,Neha Singh,VND0000014,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000465,AGT0000465,EMP00332,Vikram Shah,VND0000008,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000100,AGT0000100,EMP00333,Vikram Shah,VND0000007,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000121,AGT0000121,EMP00334,Sneha Das,VND0000003,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000820,AGT0000820,EMP00335,Rahul Verma,VND0000006,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000456,AGT0000456,EMP00336,Pooja Nair,VND0000005,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000892,AGT0000892,EMP00337,Rohan Patel,VND0000009,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000965,AGT0000965,EMP00338,Rahul Verma,VND0000007,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000274,AGT0000274,EMP00339,Pooja Nair,VND0000013,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000044,AGT0000044,EMP00340,Vikram Shah,VND0000012,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000731,AGT0000731,EMP00341,Neha Singh,VND0000011,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000020,AGT0000020,EMP00342,Sneha Das,VND0000010,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000154,AGT0000154,EMP00343,Pooja Nair,VND0000011,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000053,AGT0000053,EMP00344,Amit Kumar,VND0000011,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000078,AGT0000078,EMP00345,Priya Mehta,VND0000002,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000100,AGT0000100,EMP00346,Neha Singh,VND0000014,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000828,AGT0000828,EMP00347,Neha Singh,VND0000004,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000849,AGT0000849,EMP00348,Priya Mehta,VND0000004,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000720,AGT0000720,EMP00349,Aarav Sharma,VND0000008,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000886,AGT0000886,EMP00350,Ananya Rao,VND0000010,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000523,AGT0000523,EMP00351,Rohan Patel,VND0000005,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000466,AGT0000466,EMP00352,Amit Kumar,VND0000003,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000368,AGT0000368,EMP00353,Neha Singh,VND0000007,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000111,AGT0000111,EMP00354,Amit Kumar,VND0000001,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000961,AGT0000961,EMP00355,Amit Kumar,VND0000009,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000593,AGT0000593,EMP00356,Pooja Nair,VND0000002,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000762,AGT0000762,EMP00357,Neha Singh,VND0000014,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000470,AGT0000470,EMP00358,Ananya Rao,VND0000009,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000977,AGT0000977,EMP00359,Pooja Nair,VND0000013,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000812,AGT0000812,EMP00360,Rahul Verma,VND0000007,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000251,AGT0000251,EMP00361,Pooja Nair,VND0000007,T3,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000988,AGT0000988,EMP00362,Pooja Nair,VND0000015,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000184,AGT0000184,EMP00363,Sneha Das,VND0000007,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000370,AGT0000370,EMP00364,Priya Mehta,VND0000013,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000444,AGT0000444,EMP00365,Ananya Rao,VND0000007,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000951,AGT0000951,EMP00366,Neha Singh,VND0000010,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000413,AGT0000413,EMP00367,Aarav Sharma,VND0000013,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000515,AGT0000515,EMP00368,Pooja Nair,VND0000005,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000563,AGT0000563,EMP00369,Pooja Nair,VND0000004,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000427,AGT0000427,EMP00370,Ananya Rao,VND0000004,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000424,AGT0000424,EMP00371,Amit Kumar,VND0000004,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000632,AGT0000632,EMP00372,Aarav Sharma,VND0000013,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000482,AGT0000482,EMP00373,Rahul Verma,VND0000001,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000939,AGT0000939,EMP00374,Neha Singh,VND0000001,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000269,AGT0000269,EMP00375,Neha Singh,VND0000007,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000302,AGT0000302,EMP00376,Vikram Shah,VND0000008,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000405,AGT0000405,EMP00377,Vikram Shah,VND0000007,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000607,AGT0000607,EMP00378,Neha Singh,VND0000004,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000991,AGT0000991,EMP00379,Rohan Patel,VND0000014,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000803,AGT0000803,EMP00380,Neha Singh,VND0000005,DIGITAL,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000657,AGT0000657,EMP00381,Aarav Sharma,VND0000005,FIELD,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000515,AGT0000515,EMP00382,Rohan Patel,VND0000001,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000141,AGT0000141,EMP00383,Vikram Shah,VND0000007,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000792,AGT0000792,EMP00384,Ananya Rao,VND0000007,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000487,AGT0000487,EMP00385,Ananya Rao,VND0000004,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000863,AGT0000863,EMP00386,Vikram Shah,VND0000012,FIELD,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000158,AGT0000158,EMP00387,Neha Singh,VND0000001,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000716,AGT0000716,EMP00388,Sneha Das,VND0000012,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000747,AGT0000747,EMP00389,Rohan Patel,VND0000015,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000044,AGT0000044,EMP00390,Sneha Das,VND0000015,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000081,AGT0000081,EMP00391,Sneha Das,VND0000006,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000750,AGT0000750,EMP00392,Rohan Patel,VND0000002,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000059,AGT0000059,EMP00393,Ananya Rao,VND0000015,T1,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000666,AGT0000666,EMP00394,Priya Mehta,VND0000007,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000460,AGT0000460,EMP00395,Rahul Verma,VND0000007,DIGITAL,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000449,AGT0000449,EMP00396,Amit Kumar,VND0000015,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000661,AGT0000661,EMP00397,Neha Singh,VND0000002,T3,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000146,AGT0000146,EMP00398,Rohan Patel,VND0000003,DIGITAL,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000714,AGT0000714,EMP00399,Aarav Sharma,VND0000014,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000671,AGT0000671,EMP00400,Pooja Nair,VND0000004,T1,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000594,AGT0000594,EMP00401,Amit Kumar,VND0000006,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000243,AGT0000243,EMP00402,Rohan Patel,VND0000013,T1,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000186,AGT0000186,EMP00403,Amit Kumar,VND0000002,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000236,AGT0000236,EMP00404,Rahul Verma,VND0000015,T2,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000511,AGT0000511,EMP00405,Sneha Das,VND0000006,T2,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000043,AGT0000043,EMP00406,Aarav Sharma,VND0000014,FIELD,INACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000537,AGT0000537,EMP00407,Aarav Sharma,VND0000003,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000577,AGT0000577,EMP00408,Aarav Sharma,VND0000012,T3,SUSPENDED,0.95,Deterministic employee_code & latest timestamp match
AGT0000988,AGT0000988,EMP00409,Neha Singh,VND0000005,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000947,AGT0000947,EMP00410,Pooja Nair,VND0000002,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
AGT0000746,AGT0000746,EMP00411,Vikram Shah,VND0000011,T2,ACTIVE,0.95,Deterministic employee_code & latest timestamp match
